,prdtypecode,target
10178,1160,16
10179,2060,17
10180,2583,12
10181,1302,21
10182,1160,16
10183,2583,12
10184,1300,14
10185,1300,14
10186,1560,7
10187,1560,7
10188,2280,1
10189,1140,11
10190,2060,17
10191,1280,3
10192,2583,12
10193,1560,7
10194,1302,21
10195,1300,14
10196,2583,12
10197,2583,12
10198,1160,16
10199,1560,7
10200,2403,10
10201,1160,16
10202,2462,15
10203,2522,5
10204,2583,12
10205,1560,7
10206,1160,16
10207,2585,24
10208,1281,8
10209,1920,9
10210,2583,12
10211,1280,3
10212,2522,5
10213,2522,5
10214,10,0
10215,1560,7
10216,2462,15
10217,2582,6
10218,2060,17
10219,2522,5
10220,1300,14
10221,2280,1
10222,1140,11
10223,1281,8
10224,1281,8
10225,2583,12
10226,1560,7
10227,1560,7
10228,2583,12
10229,2280,1
10230,1300,14
10231,1280,3
10232,40,18
10233,1560,7
10234,2522,5
10235,1920,9
10236,2280,1
10237,1281,8
10238,2403,10
10239,1300,14
10240,1140,11
10241,2583,12
10242,2060,17
10243,1140,11
10244,1280,3
10245,2403,10
10246,2403,10
10247,1560,7
10248,1300,14
10249,2583,12
10250,1281,8
10251,2280,1
10252,1560,7
10253,1180,13
10254,1320,20
10255,2522,5
10256,2583,12
10257,2280,1
10258,1920,9
10259,2585,24
10260,2583,12
10261,2220,22
10262,2403,10
10263,1302,21
10264,2280,1
10265,1140,11
10266,2583,12
10267,2582,6
10268,2583,12
10269,1560,7
10270,1940,25
10271,1140,11
10272,1300,14
10273,2583,12
10274,2583,12
10275,1281,8
10276,2280,1
10277,2462,15
10278,1160,16
10279,1160,16
10280,1280,3
10281,1281,8
10282,1560,7
10283,1300,14
10284,1281,8
10285,2280,1
10286,1320,20
10287,2585,24
10288,1302,21
10289,2522,5
10290,60,19
10291,2403,10
10292,1560,7
10293,1302,21
10294,1280,3
10295,2220,22
10296,2522,5
10297,1940,25
10298,1320,20
10299,2583,12
10300,1280,3
10301,1281,8
10302,2060,17
10303,2462,15
10304,1560,7
10305,1560,7
10306,2462,15
10307,2522,5
10308,2220,22
10309,1300,14
10310,1300,14
10311,1320,20
10312,2220,22
10313,2583,12
10314,2403,10
10315,1560,7
10316,2403,10
10317,2522,5
10318,1180,13
10319,2522,5
10320,10,0
10321,2522,5
10322,1280,3
10323,2522,5
10324,1920,9
10325,1300,14
10326,2583,12
10327,1560,7
10328,2705,4
10329,1280,3
10330,60,19
10331,1302,21
10332,50,2
10333,1300,14
10334,10,0
10335,1302,21
10336,1300,14
10337,1302,21
10338,50,2
10339,2403,10
10340,1300,14
10341,1281,8
10342,2585,24
10343,40,18
10344,1320,20
10345,1320,20
10346,2522,5
10347,50,2
10348,2220,22
10349,2582,6
10350,2583,12
10351,1560,7
10352,1320,20
10353,10,0
10354,2905,23
10355,2522,5
10356,1560,7
10357,2583,12
10358,2403,10
10359,1560,7
10360,2582,6
10361,2462,15
10362,2582,6
10363,1560,7
10364,2280,1
10365,2462,15
10366,2583,12
10367,2522,5
10368,2522,5
10369,1280,3
10370,1280,3
10371,2583,12
10372,2705,4
10373,2583,12
10374,2060,17
10375,1920,9
10376,1300,14
10377,2705,4
10378,2522,5
10379,1300,14
10380,1560,7
10381,10,0
10382,1302,21
10383,1280,3
10384,1160,16
10385,1300,14
10386,1300,14
10387,2280,1
10388,1920,9
10389,1280,3
10390,2403,10
10391,2583,12
10392,1302,21
10393,2280,1
10394,2585,24
10395,1281,8
10396,2060,17
10397,2585,24
10398,2585,24
10399,1300,14
10400,2060,17
10401,10,0
10402,1920,9
10403,2280,1
10404,1300,14
10405,1302,21
10406,1280,3
10407,2280,1
10408,1140,11
10409,1140,11
10410,2403,10
10411,2060,17
10412,2060,17
10413,2220,22
10414,1560,7
10415,1560,7
10416,2582,6
10417,1920,9
10418,1920,9
10419,1280,3
10420,1280,3
10421,2705,4
10422,1140,11
10423,2060,17
10424,2583,12
10425,2060,17
10426,1560,7
10427,2583,12
10428,2905,23
10429,2583,12
10430,1920,9
10431,2705,4
10432,1560,7
10433,1140,11
10434,1280,3
10435,2280,1
10436,2583,12
10437,2060,17
10438,2583,12
10439,1320,20
10440,1160,16
10441,1560,7
10442,1281,8
10443,2583,12
10444,1920,9
10445,2060,17
10446,2585,24
10447,2583,12
10448,60,19
10449,50,2
10450,2583,12
10451,2582,6
10452,1160,16
10453,2583,12
10454,2403,10
10455,2403,10
10456,2280,1
10457,40,18
10458,1302,21
10459,2583,12
10460,2403,10
10461,1180,13
10462,2060,17
10463,1320,20
10464,1302,21
10465,1280,3
10466,10,0
10467,1300,14
10468,1140,11
10469,1160,16
10470,50,2
10471,1920,9
10472,1560,7
10473,1560,7
10474,1920,9
10475,1302,21
10476,2583,12
10477,1280,3
10478,1160,16
10479,1280,3
10480,2280,1
10481,1140,11
10482,60,19
10483,1160,16
10484,1920,9
10485,2280,1
10486,2403,10
10487,1300,14
10488,2403,10
10489,2220,22
10490,1560,7
10491,2583,12
10492,2583,12
10493,1180,13
10494,1280,3
10495,2403,10
10496,40,18
10497,2705,4
10498,2583,12
10499,2583,12
10500,1300,14
10501,50,2
10502,2280,1
10503,2583,12
10504,1281,8
10505,2583,12
10506,2522,5
10507,2582,6
10508,1160,16
10509,1140,11
10510,2583,12
10511,40,18
10512,2582,6
10513,2060,17
10514,1302,21
10515,1160,16
10516,1320,20
10517,2583,12
10518,2583,12
10519,1300,14
10520,1160,16
10521,2280,1
10522,1140,11
10523,1920,9
10524,1160,16
10525,2060,17
10526,1140,11
10527,2060,17
10528,1300,14
10529,1280,3
10530,2403,10
10531,1160,16
10532,1300,14
10533,1180,13
10534,2705,4
10535,1280,3
10536,1320,20
10537,2705,4
10538,10,0
10539,1160,16
10540,1302,21
10541,2060,17
10542,1300,14
10543,1160,16
10544,2583,12
10545,2583,12
10546,2060,17
10547,1160,16
10548,2060,17
10549,1920,9
10550,1140,11
10551,2060,17
10552,2582,6
10553,2583,12
10554,2583,12
10555,2280,1
10556,2403,10
10557,2583,12
10558,1280,3
10559,2582,6
10560,1281,8
10561,2522,5
10562,2522,5
10563,1160,16
10564,1280,3
10565,1920,9
10566,2583,12
10567,2582,6
10568,2705,4
10569,1281,8
10570,2522,5
10571,2522,5
10572,1560,7
10573,2582,6
10574,1920,9
10575,2280,1
10576,2583,12
10577,2583,12
10578,1560,7
10579,2582,6
10580,2280,1
10581,2905,23
10582,2403,10
10583,2060,17
10584,1180,13
10585,2583,12
10586,2522,5
10587,2583,12
10588,2060,17
10589,2060,17
10590,2403,10
10591,40,18
10592,1560,7
10593,1320,20
10594,2462,15
10595,40,18
10596,2583,12
10597,2583,12
10598,2060,17
10599,2280,1
10600,2905,23
10601,2403,10
10602,2585,24
10603,2060,17
10604,2705,4
10605,2462,15
10606,1280,3
10607,1160,16
10608,2583,12
10609,2583,12
10610,1920,9
10611,2905,23
10612,1560,7
10613,2905,23
10614,2060,17
10615,2583,12
10616,2705,4
10617,1280,3
10618,1320,20
10619,2462,15
10620,10,0
10621,2582,6
10622,1280,3
10623,1300,14
10624,1280,3
10625,2583,12
10626,40,18
10627,2403,10
10628,2905,23
10629,1280,3
10630,2582,6
10631,2522,5
10632,2522,5
10633,1920,9
10634,1280,3
10635,2060,17
10636,1300,14
10637,2060,17
10638,50,2
10639,2585,24
10640,2280,1
10641,1920,9
10642,1320,20
10643,10,0
10644,2280,1
10645,2583,12
10646,2583,12
10647,2583,12
10648,1280,3
10649,2060,17
10650,50,2
10651,2060,17
10652,1280,3
10653,1280,3
10654,1280,3
10655,2583,12
10656,2522,5
10657,1280,3
10658,2583,12
10659,1280,3
10660,2583,12
10661,1302,21
10662,1300,14
10663,1920,9
10664,2522,5
10665,1300,14
10666,1140,11
10667,1560,7
10668,2905,23
10669,2583,12
10670,2403,10
10671,2583,12
10672,1160,16
10673,2522,5
10674,2403,10
10675,2583,12
10676,1280,3
10677,2403,10
10678,1300,14
10679,1281,8
10680,2705,4
10681,2403,10
10682,2060,17
10683,40,18
10684,1560,7
10685,60,19
10686,2462,15
10687,2583,12
10688,50,2
10689,2522,5
10690,2583,12
10691,2403,10
10692,1560,7
10693,2705,4
10694,1301,26
10695,2403,10
10696,2060,17
10697,1320,20
10698,2583,12
10699,1280,3
10700,1302,21
10701,60,19
10702,2583,12
10703,1160,16
10704,2403,10
10705,1560,7
10706,2705,4
10707,2522,5
10708,2060,17
10709,2583,12
10710,60,19
10711,2583,12
10712,2280,1
10713,2403,10
10714,2585,24
10715,2583,12
10716,1302,21
10717,2585,24
10718,60,19
10719,2280,1
10720,2705,4
10721,2280,1
10722,1300,14
10723,2583,12
10724,2705,4
10725,1940,25
10726,2585,24
10727,2403,10
10728,1300,14
10729,2583,12
10730,2280,1
10731,2060,17
10732,1280,3
10733,1320,20
10734,2582,6
10735,2403,10
10736,10,0
10737,2705,4
10738,1560,7
10739,1280,3
10740,1300,14
10741,2705,4
10742,2060,17
10743,1180,13
10744,2403,10
10745,1920,9
10746,2280,1
10747,10,0
10748,2583,12
10749,2060,17
10750,2060,17
10751,2060,17
10752,2522,5
10753,1302,21
10754,2583,12
10755,1280,3
10756,1560,7
10757,1920,9
10758,2705,4
10759,2060,17
10760,1300,14
10761,1280,3
10762,2280,1
10763,1560,7
10764,2280,1
10765,1560,7
10766,2522,5
10767,2280,1
10768,2522,5
10769,2582,6
10770,1180,13
10771,2462,15
10772,2403,10
10773,60,19
10774,2583,12
10775,10,0
10776,1160,16
10777,1140,11
10778,1180,13
10779,2582,6
10780,2705,4
10781,2403,10
10782,50,2
10783,2582,6
10784,40,18
10785,1300,14
10786,1302,21
10787,2582,6
10788,2280,1
10789,1302,21
10790,2585,24
10791,1281,8
10792,1160,16
10793,2583,12
10794,1281,8
10795,1320,20
10796,1920,9
10797,2705,4
10798,1140,11
10799,2060,17
10800,2582,6
10801,1300,14
10802,2585,24
10803,2705,4
10804,2585,24
10805,1160,16
10806,1160,16
10807,1140,11
10808,1160,16
10809,1280,3
10810,1920,9
10811,2583,12
10812,1140,11
10813,1160,16
10814,1320,20
10815,2522,5
10816,2060,17
10817,1302,21
10818,2403,10
10819,1160,16
10820,1320,20
10821,1940,25
10822,2583,12
10823,1320,20
10824,50,2
10825,2585,24
10826,2403,10
10827,1160,16
10828,2403,10
10829,2522,5
10830,1281,8
10831,2403,10
10832,2705,4
10833,2280,1
10834,2583,12
10835,2403,10
10836,10,0
10837,2583,12
10838,1300,14
10839,2280,1
10840,2583,12
10841,2462,15
10842,1920,9
10843,1300,14
10844,1280,3
10845,1560,7
10846,40,18
10847,1180,13
10848,1560,7
10849,2583,12
10850,1920,9
10851,1160,16
10852,1160,16
10853,2060,17
10854,1302,21
10855,10,0
10856,2705,4
10857,10,0
10858,2060,17
10859,1300,14
10860,1160,16
10861,2522,5
10862,2583,12
10863,2585,24
10864,2585,24
10865,2280,1
10866,1560,7
10867,1560,7
10868,2583,12
10869,2583,12
10870,1280,3
10871,1280,3
10872,1560,7
10873,2522,5
10874,1280,3
10875,1560,7
10876,1940,25
10877,1281,8
10878,1301,26
10879,1280,3
10880,1281,8
10881,1920,9
10882,2403,10
10883,2403,10
10884,1560,7
10885,2403,10
10886,1300,14
10887,2280,1
10888,2583,12
10889,2403,10
10890,2705,4
10891,1560,7
10892,2403,10
10893,2280,1
10894,1300,14
10895,1300,14
10896,2462,15
10897,1160,16
10898,2583,12
10899,2060,17
10900,2585,24
10901,2583,12
10902,2585,24
10903,1300,14
10904,1560,7
10905,2583,12
10906,1300,14
10907,2905,23
10908,2582,6
10909,2582,6
10910,2522,5
10911,1302,21
10912,1302,21
10913,2060,17
10914,2522,5
10915,2583,12
10916,1140,11
10917,1300,14
10918,1300,14
10919,1180,13
10920,2583,12
10921,1302,21
10922,1302,21
10923,40,18
10924,1160,16
10925,2583,12
10926,1920,9
10927,2583,12
10928,1320,20
10929,2522,5
10930,1160,16
10931,40,18
10932,1940,25
10933,2522,5
10934,2582,6
10935,2585,24
10936,2583,12
10937,2582,6
10938,2705,4
10939,1280,3
10940,1160,16
10941,1160,16
10942,2060,17
10943,2060,17
10944,1920,9
10945,1320,20
10946,1560,7
10947,2583,12
10948,10,0
10949,2522,5
10950,1140,11
10951,2522,5
10952,1300,14
10953,2585,24
10954,1560,7
10955,1281,8
10956,1300,14
10957,1160,16
10958,2060,17
10959,2462,15
10960,2583,12
10961,1160,16
10962,10,0
10963,2582,6
10964,1300,14
10965,1560,7
10966,50,2
10967,2522,5
10968,2705,4
10969,1280,3
10970,1160,16
10971,2060,17
10972,1160,16
10973,2583,12
10974,1300,14
10975,1281,8
10976,1320,20
10977,1560,7
10978,1281,8
10979,2220,22
10980,2522,5
10981,2280,1
10982,2905,23
10983,10,0
10984,2403,10
10985,2583,12
10986,2060,17
10987,2403,10
10988,2705,4
10989,1320,20
10990,2583,12
10991,1300,14
10992,2060,17
10993,2060,17
10994,2280,1
10995,2522,5
10996,2522,5
10997,1560,7
10998,10,0
10999,2280,1
11000,1300,14
11001,10,0
11002,1301,26
11003,1300,14
11004,2522,5
11005,1160,16
11006,1320,20
11007,1920,9
11008,1560,7
11009,1280,3
11010,40,18
11011,2583,12
11012,2585,24
11013,2582,6
11014,2280,1
11015,2583,12
11016,2462,15
11017,1560,7
11018,1920,9
11019,40,18
11020,2582,6
11021,2280,1
11022,2462,15
11023,2403,10
11024,1560,7
11025,50,2
11026,2220,22
11027,1280,3
11028,1920,9
11029,1560,7
11030,2403,10
11031,1560,7
11032,2280,1
11033,1300,14
11034,2585,24
11035,1180,13
11036,2583,12
11037,2583,12
11038,2583,12
11039,10,0
11040,2583,12
11041,10,0
11042,2060,17
11043,1140,11
11044,1320,20
11045,2705,4
11046,2060,17
11047,2060,17
11048,1280,3
11049,2522,5
11050,1160,16
11051,1320,20
11052,2705,4
11053,2060,17
11054,1140,11
11055,2583,12
11056,1280,3
11057,2583,12
11058,2522,5
11059,1160,16
11060,2585,24
11061,1320,20
11062,1320,20
11063,2705,4
11064,1280,3
11065,2705,4
11066,2403,10
11067,1280,3
11068,1302,21
11069,2583,12
11070,2583,12
11071,2522,5
11072,2220,22
11073,2583,12
11074,2705,4
11075,1560,7
11076,1160,16
11077,2583,12
11078,2585,24
11079,2060,17
11080,2583,12
11081,1140,11
11082,2060,17
11083,1280,3
11084,10,0
11085,2403,10
11086,2522,5
11087,2403,10
11088,1300,14
11089,10,0
11090,2583,12
11091,1280,3
11092,1180,13
11093,2403,10
11094,40,18
11095,2583,12
11096,2522,5
11097,2705,4
11098,2522,5
11099,1302,21
11100,2582,6
11101,2583,12
11102,2583,12
11103,10,0
11104,1280,3
11105,2522,5
11106,1160,16
11107,2583,12
11108,1140,11
11109,1300,14
11110,2060,17
11111,1320,20
11112,1920,9
11113,2060,17
11114,1302,21
11115,1560,7
11116,50,2
11117,2705,4
11118,2280,1
11119,1300,14
11120,2280,1
11121,1920,9
11122,2705,4
11123,2220,22
11124,2280,1
11125,2583,12
11126,40,18
11127,1140,11
11128,1160,16
11129,2522,5
11130,1560,7
11131,1320,20
11132,1300,14
11133,1180,13
11134,1280,3
11135,1280,3
11136,2280,1
11137,2403,10
11138,1300,14
11139,2583,12
11140,1140,11
11141,1140,11
11142,1280,3
11143,1160,16
11144,1300,14
11145,2280,1
11146,1180,13
11147,2060,17
11148,1140,11
11149,1160,16
11150,2522,5
11151,2462,15
11152,2522,5
11153,2582,6
11154,1280,3
11155,1920,9
11156,1560,7
11157,1280,3
11158,1281,8
11159,1180,13
11160,2403,10
11161,1160,16
11162,10,0
11163,1280,3
11164,2060,17
11165,2583,12
11166,2705,4
11167,2522,5
11168,1940,25
11169,1280,3
11170,2583,12
11171,2522,5
11172,2583,12
11173,2705,4
11174,10,0
11175,2060,17
11176,1320,20
11177,1300,14
11178,2522,5
11179,2522,5
11180,2220,22
11181,2060,17
11182,2585,24
11183,2280,1
11184,2583,12
11185,2522,5
11186,2583,12
11187,1300,14
11188,2583,12
11189,1281,8
11190,40,18
11191,1280,3
11192,2060,17
11193,2583,12
11194,2585,24
11195,1160,16
11196,50,2
11197,2403,10
11198,1140,11
11199,50,2
11200,1920,9
11201,2582,6
11202,2280,1
11203,1300,14
11204,1920,9
11205,1320,20
11206,2060,17
11207,1940,25
11208,1281,8
11209,1301,26
11210,2060,17
11211,10,0
11212,1302,21
11213,1280,3
11214,1560,7
11215,2705,4
11216,40,18
11217,1280,3
11218,1560,7
11219,1302,21
11220,2403,10
11221,1920,9
11222,2705,4
11223,1302,21
11224,10,0
11225,2280,1
11226,1320,20
11227,1280,3
11228,2403,10
11229,2280,1
11230,1280,3
11231,2403,10
11232,2522,5
11233,50,2
11234,2583,12
11235,2585,24
11236,2582,6
11237,2403,10
11238,1302,21
11239,2462,15
11240,2462,15
11241,2403,10
11242,1920,9
11243,2905,23
11244,2905,23
11245,1280,3
11246,1920,9
11247,1300,14
11248,1160,16
11249,2585,24
11250,2060,17
11251,1320,20
11252,2585,24
11253,2905,23
11254,2280,1
11255,1281,8
11256,2705,4
11257,50,2
11258,2583,12
11259,1300,14
11260,2583,12
11261,2280,1
11262,10,0
11263,2583,12
11264,2462,15
11265,2280,1
11266,2403,10
11267,1280,3
11268,2403,10
11269,1940,25
11270,2583,12
11271,1920,9
11272,1160,16
11273,2060,17
11274,2060,17
11275,2403,10
11276,2060,17
11277,2582,6
11278,1140,11
11279,60,19
11280,2280,1
11281,2585,24
11282,2280,1
11283,2705,4
11284,1300,14
11285,1280,3
11286,1140,11
11287,1281,8
11288,1320,20
11289,2583,12
11290,2220,22
11291,1280,3
11292,2280,1
11293,1300,14
11294,40,18
11295,2280,1
11296,2060,17
11297,1280,3
11298,2403,10
11299,1140,11
11300,1302,21
11301,1301,26
11302,2280,1
11303,1280,3
11304,1320,20
11305,2060,17
11306,2583,12
11307,2060,17
11308,1140,11
11309,1140,11
11310,1280,3
11311,40,18
11312,2522,5
11313,1920,9
11314,2462,15
11315,50,2
11316,2060,17
11317,2583,12
11318,1560,7
11319,2705,4
11320,1300,14
11321,1281,8
11322,1160,16
11323,2403,10
11324,1320,20
11325,2583,12
11326,2060,17
11327,2583,12
11328,1302,21
11329,1280,3
11330,1920,9
11331,2060,17
11332,2582,6
11333,1180,13
11334,50,2
11335,2060,17
11336,1160,16
11337,10,0
11338,2280,1
11339,2583,12
11340,1140,11
11341,2280,1
11342,1320,20
11343,1560,7
11344,2583,12
11345,2060,17
11346,1160,16
11347,1280,3
11348,1560,7
11349,2280,1
11350,2060,17
11351,1280,3
11352,1560,7
11353,1560,7
11354,1302,21
11355,2705,4
11356,2280,1
11357,2585,24
11358,1920,9
11359,1160,16
11360,1300,14
11361,1320,20
11362,2220,22
11363,1920,9
11364,1920,9
11365,1300,14
11366,1920,9
11367,2583,12
11368,2060,17
11369,2583,12
11370,1160,16
11371,2522,5
11372,1300,14
11373,2583,12
11374,10,0
11375,1280,3
11376,2220,22
11377,1560,7
11378,10,0
11379,2403,10
11380,2905,23
11381,1140,11
11382,1302,21
11383,2905,23
11384,2583,12
11385,1160,16
11386,1140,11
11387,2403,10
11388,10,0
11389,1281,8
11390,2583,12
11391,1320,20
11392,2585,24
11393,10,0
11394,1920,9
11395,1940,25
11396,2583,12
11397,50,2
11398,2583,12
11399,2582,6
11400,2280,1
11401,1280,3
11402,1560,7
11403,1320,20
11404,1920,9
11405,1920,9
11406,1281,8
11407,60,19
11408,2280,1
11409,2905,23
11410,2705,4
11411,2583,12
11412,1280,3
11413,2060,17
11414,2585,24
11415,1560,7
11416,1920,9
11417,50,2
11418,2705,4
11419,1140,11
11420,2060,17
11421,1920,9
11422,2905,23
11423,50,2
11424,2060,17
11425,2060,17
11426,1300,14
11427,60,19
11428,1280,3
11429,2583,12
11430,1560,7
11431,2522,5
11432,2583,12
11433,1302,21
11434,2403,10
11435,2583,12
11436,40,18
11437,2585,24
11438,2585,24
11439,2705,4
11440,2403,10
11441,1281,8
11442,40,18
11443,40,18
11444,1280,3
11445,1300,14
11446,2060,17
11447,1920,9
11448,2583,12
11449,2582,6
11450,2060,17
11451,2583,12
11452,2583,12
11453,1180,13
11454,2060,17
11455,1560,7
11456,1280,3
11457,1280,3
11458,40,18
11459,1300,14
11460,1560,7
11461,2705,4
11462,1302,21
11463,2403,10
11464,2705,4
11465,1280,3
11466,1920,9
11467,1320,20
11468,2583,12
11469,50,2
11470,1140,11
11471,1160,16
11472,1280,3
11473,1281,8
11474,1300,14
11475,1920,9
11476,1940,25
11477,1560,7
11478,2583,12
11479,1920,9
11480,2583,12
11481,2403,10
11482,2582,6
11483,40,18
11484,2585,24
11485,2462,15
11486,1281,8
11487,2403,10
11488,1300,14
11489,1920,9
11490,2403,10
11491,2060,17
11492,1300,14
11493,1140,11
11494,10,0
11495,2582,6
11496,2583,12
11497,2583,12
11498,1560,7
11499,1160,16
11500,2585,24
11501,1281,8
11502,1920,9
11503,1280,3
11504,2585,24
11505,2280,1
11506,2060,17
11507,1160,16
11508,2280,1
11509,1300,14
11510,2522,5
11511,1160,16
11512,1920,9
11513,2583,12
11514,1320,20
11515,1560,7
11516,2220,22
11517,2585,24
11518,1300,14
11519,2060,17
11520,2583,12
11521,2583,12
11522,1140,11
11523,1160,16
11524,2705,4
11525,1300,14
11526,1300,14
11527,2583,12
11528,2403,10
11529,60,19
11530,2583,12
11531,1280,3
11532,1320,20
11533,10,0
11534,1280,3
11535,2403,10
11536,2583,12
11537,2060,17
11538,1300,14
11539,2280,1
11540,2462,15
11541,2522,5
11542,1180,13
11543,2462,15
11544,1920,9
11545,2522,5
11546,2060,17
11547,1300,14
11548,2280,1
11549,1940,25
11550,1302,21
11551,2060,17
11552,2582,6
11553,1280,3
11554,2060,17
11555,1280,3
11556,1320,20
11557,1140,11
11558,1280,3
11559,2583,12
11560,2060,17
11561,2060,17
11562,1300,14
11563,1140,11
11564,1300,14
11565,1302,21
11566,2522,5
11567,1280,3
11568,1300,14
11569,60,19
11570,1301,26
11571,2280,1
11572,2585,24
11573,1301,26
11574,2583,12
11575,2583,12
11576,1560,7
11577,2060,17
11578,2462,15
11579,1560,7
11580,1280,3
11581,2522,5
11582,1280,3
11583,2583,12
11584,2583,12
11585,1560,7
11586,2583,12
11587,1300,14
11588,1301,26
11589,2583,12
11590,40,18
11591,40,18
11592,1920,9
11593,2585,24
11594,1140,11
11595,2583,12
11596,2582,6
11597,2583,12
11598,2583,12
11599,1560,7
11600,2060,17
11601,1940,25
11602,2462,15
11603,1160,16
11604,2060,17
11605,2583,12
11606,2403,10
11607,1160,16
11608,2060,17
11609,1160,16
11610,2583,12
11611,2582,6
11612,1301,26
11613,1280,3
11614,1300,14
11615,2522,5
11616,1920,9
11617,2280,1
11618,2403,10
11619,1320,20
11620,2280,1
11621,1280,3
11622,2280,1
11623,1140,11
11624,2220,22
11625,1160,16
11626,1920,9
11627,2403,10
11628,2705,4
11629,2583,12
11630,1160,16
11631,1280,3
11632,1560,7
11633,1140,11
11634,2522,5
11635,2462,15
11636,1920,9
11637,2905,23
11638,1300,14
11639,1280,3
11640,1560,7
11641,1320,20
11642,1320,20
11643,2060,17
11644,1560,7
11645,2583,12
11646,2522,5
11647,2060,17
11648,2583,12
11649,1320,20
11650,2280,1
11651,2583,12
11652,1281,8
11653,2280,1
11654,1920,9
11655,2060,17
11656,2583,12
11657,10,0
11658,40,18
11659,1300,14
11660,1280,3
11661,1160,16
11662,1560,7
11663,10,0
11664,2583,12
11665,2060,17
11666,2403,10
11667,2060,17
11668,2522,5
11669,2403,10
11670,2585,24
11671,1302,21
11672,1301,26
11673,1920,9
11674,10,0
11675,2582,6
11676,2705,4
11677,2522,5
11678,2585,24
11679,2060,17
11680,1302,21
11681,1280,3
11682,2705,4
11683,50,2
11684,2403,10
11685,1281,8
11686,2403,10
11687,50,2
11688,1920,9
11689,2060,17
11690,50,2
11691,2522,5
11692,2220,22
11693,2582,6
11694,2585,24
11695,2582,6
11696,2582,6
11697,1560,7
11698,2060,17
11699,1560,7
11700,2585,24
11701,2280,1
11702,2060,17
11703,2582,6
11704,1320,20
11705,2583,12
11706,2583,12
11707,1300,14
11708,2403,10
11709,1920,9
11710,1280,3
11711,2280,1
11712,50,2
11713,2522,5
11714,2585,24
11715,2585,24
11716,2522,5
11717,2705,4
11718,2583,12
11719,1180,13
11720,1280,3
11721,2522,5
11722,1560,7
11723,1300,14
11724,2403,10
11725,1560,7
11726,2403,10
11727,1920,9
11728,1920,9
11729,1560,7
11730,1920,9
11731,2583,12
11732,2403,10
11733,1560,7
11734,2403,10
11735,2583,12
11736,1940,25
11737,10,0
11738,1300,14
11739,2403,10
11740,2583,12
11741,2462,15
11742,1920,9
11743,2522,5
11744,1300,14
11745,2905,23
11746,40,18
11747,2403,10
11748,1280,3
11749,1140,11
11750,2583,12
11751,1920,9
11752,2583,12
11753,2403,10
11754,2582,6
11755,1320,20
11756,1302,21
11757,2705,4
11758,50,2
11759,10,0
11760,1160,16
11761,1140,11
11762,1300,14
11763,2583,12
11764,1160,16
11765,1280,3
11766,1560,7
11767,2280,1
11768,1140,11
11769,2705,4
11770,1940,25
11771,2582,6
11772,1300,14
11773,1320,20
11774,1302,21
11775,2060,17
11776,2583,12
11777,1300,14
11778,2403,10
11779,2280,1
11780,1281,8
11781,10,0
11782,1281,8
11783,40,18
11784,1160,16
11785,2585,24
11786,60,19
11787,2705,4
11788,1280,3
11789,1281,8
11790,2585,24
11791,2582,6
11792,1300,14
11793,1300,14
11794,2403,10
11795,1920,9
11796,2582,6
11797,1940,25
11798,2582,6
11799,10,0
11800,2583,12
11801,2585,24
11802,1560,7
11803,2403,10
11804,2280,1
11805,1560,7
11806,50,2
11807,1560,7
11808,1280,3
11809,2583,12
11810,2583,12
11811,1560,7
11812,2280,1
11813,2060,17
11814,1280,3
11815,2705,4
11816,2583,12
11817,2585,24
11818,1920,9
11819,2705,4
11820,2582,6
11821,1140,11
11822,2583,12
11823,2403,10
11824,2060,17
11825,1160,16
11826,2462,15
11827,50,2
11828,1280,3
11829,10,0
11830,2583,12
11831,2280,1
11832,2280,1
11833,2280,1
11834,1301,26
11835,2280,1
11836,1281,8
11837,2462,15
11838,2403,10
11839,2583,12
11840,1560,7
11841,1920,9
11842,2583,12
11843,1281,8
11844,1560,7
11845,2583,12
11846,2403,10
11847,2280,1
11848,2522,5
11849,1281,8
11850,2585,24
11851,50,2
11852,2583,12
11853,2220,22
11854,1320,20
11855,1281,8
11856,2060,17
11857,1560,7
11858,1560,7
11859,1280,3
11860,40,18
11861,40,18
11862,1300,14
11863,1140,11
11864,2583,12
11865,2280,1
11866,2280,1
11867,2522,5
11868,1300,14
11869,1560,7
11870,2583,12
11871,2060,17
11872,10,0
11873,2280,1
11874,1320,20
11875,1300,14
11876,1160,16
11877,2585,24
11878,50,2
11879,2583,12
11880,1281,8
11881,1140,11
